det_route_cost,det_penalty,det_total,stoch_route_cost,stoch_penalty,stoch_total,vss_abs,vss_pct,det_stockout_rate,stoch_stockout_rate
3394.0,477297.3902931082,480691.3902931082,3394.0,240796.71207122997,244190.71207122997,236500.67822187822,49.20010697043454,42.4,25.35
